ID,State,Name,Category,Income,Qualification,Description,LINKS,Type
586,All India,FINANCIAL SUPPORT TO THE STUDENTS OF NER FOR HIGHER PROFESSIONAL COURSES(NEC MERIT SCHOLARSHIP),all,800000,Under graduation,"NEC Merit Scholarship for Students of NER 2022-23 is an initiative for students pursuing diploma/degree/postgraduate course or registered M.Phil./Ph.D. programme. The scholarship is being offered by the North Eastern Council, Ministry of Development of North Eastern Region, Government of India, Shillong to the eligible candidates of the North Eastern States. The scholarship aims at providing financial aid to students of the North-Eastern Region undergoing studies in various disciplines at a recognized Indian institution. The students will receive financial help of up to INR 30,000 per annum", https://scholarships.gov.in/,Government
587,All India,FINANCIAL SUPPORT TO THE STUDENTS OF NER FOR HIGHER PROFESSIONAL COURSES(NEC MERIT SCHOLARSHIP),all,800000,Post graduation,"NEC Merit Scholarship for Students of NER 2022-23 is an initiative for students pursuing diploma/degree/postgraduate course or registered M.Phil./Ph.D. programme. The scholarship is being offered by the North Eastern Council, Ministry of Development of North Eastern Region, Government of India, Shillong to the eligible candidates of the North Eastern States. The scholarship aims at providing financial aid to students of the North-Eastern Region undergoing studies in various disciplines at a recognized Indian institution. The students will receive financial help of up to INR 30,000 per annum", https://scholarships.gov.in/,Government
588,All India,FINANCIAL SUPPORT TO THE STUDENTS OF NER FOR HIGHER PROFESSIONAL COURSES(NEC MERIT SCHOLARSHIP),all,800000,PhD,"NEC Merit Scholarship for Students of NER 2022-23 is an initiative for students pursuing diploma/degree/postgraduate course or registered M.Phil./Ph.D. programme. The scholarship is being offered by the North Eastern Council, Ministry of Development of North Eastern Region, Government of India, Shillong to the eligible candidates of the North Eastern States. The scholarship aims at providing financial aid to students of the North-Eastern Region undergoing studies in various disciplines at a recognized Indian institution. The students will receive financial help of up to INR 30,000 per annum", https://scholarships.gov.in/,Government
589,Uttar Pradesh,Pre-Matric Scholarship for SC/ST/General Category,all,100000,SCC,"social welfare department, uttar pradesh",https://scholarship.up.gov.in/,Government
590,Uttar Pradesh,Post-Matric Scholarship for SC/ST/General Category,all,200000,12th,"social welfare department, uttar pradesh",https://scholarship.up.gov.in/,Government
591,Uttar Pradesh,Uttar Pradesh Pre-Matric Minority Scholarship,Minority,100000,SSC,"Ministry of Minority Affairs, Government of India",https://scholarship.up.gov.in/,Government
592,Uttar Pradesh,Uttar Pradesh Post-Matric Minority Scholarship,Minority,250000,12th,"Ministry of Minority Affairs, Government of India",https://scholarship.up.gov.in/,Government
593,Uttar Pradesh,Uttar Pradesh Kanya Sumangala Yojana,all,300000,Under graduation,"Ministry of Human Resource Development, Government of India",https://scholarship.up.gov.in/,Government
594,Uttar Pradesh,Uttar Pradesh Free Coaching and Allied Scheme for SC/ST/Minority/General,all,100000,All students ,Government of Uttar Pradesh,https://scholarship.up.gov.in/,Government
595,Uttar Pradesh,Uttar Pradesh Scholarship for Students with Disabilities,all,250000,All students ,"Department of Empowerment of Persons with Disability, Government of India",https://scholarship.up.gov.in/,Government
596,Uttar Pradesh,Uttar Pradesh Dashmottar Scholarship,all,250000,Post graduation,"social welfare department, uttar pradesh",https://scholarship.up.gov.in/,Government
597,Uttar Pradesh,Pre-Matric Scholarship for students with disabilities,PWD,100000,SSC,"Department of Empowerment of Persons with Disability, Government of India",https://scholarship.up.gov.in/,Government
598,Uttar Pradesh,Post Matric Scholarship for Students with Disabilities ,PWD,100000,12th,"By Department of Empowerment of Persons with Disability, Government of India",https://scholarship.up.gov.in/,Government
599,Uttar Pradesh,Merit Cum Means Scholarship for professional and Technical Courses CS,all,500000,All students ,Government of Uttar Pradesh,https://scholarship.up.gov.in/,Government
600,Uttar Pradesh,National Means Cum Merit Scholarship,all,500000,All students ,Government of Uttar Pradesh,https://scholarship.up.gov.in/,Government
601,Uttar Pradesh,Post Matric Scholarship for Students with Disabilities,PWD,200000,12th,"Department of Empowerment of Persons with Disability, Government of India",https://scholarship.up.gov.in/,Government
602,Rajasthan,"Dr. Ambedkar Post Matric Scholarship for EBC Students, Rajasthan
",EBC,250000,12th," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
603,Rajasthan,"Post Matric Scholarship for SBC Students, Rajasthan",SBC,100000,12th," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
604,Rajasthan,"Ambedkar International Scholarship Scheme for SC Students, Rajasthan",SC,180000,Post Graduation," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
605,Rajasthan,"Ambedkar Fellowship Scheme for SC Students, Rajasthan",SC,600000,PHD," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
606,Rajasthan,"Chief Minister’s Higher Education Scholarship Scheme, Rajasthan",SC,250000,PHD," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
607,Rajasthan,Rajasthan Yuva Vikas Prerak Internship Program (RYVP),all,250000,Under graduation," Social Justice and Empowerment Department, Government of Rajasthan",https://sje.rajasthan.gov.in/,Government
608,GUJARAT,Mukhyamantri Yuva swalamban Yojana,NTDNT ,600000,FYJC,Chief Minister's Youth Self-Employment Scheme,https://www.digitalgujarat.gov.in/GSSP/,Government
609,GUJARAT,Scholarships to the Disabled Students,NTDNT ,50000,12th,Ministries or Departments of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
610,GUJARAT,Post SSC Scholarship for Girls (NTDNT),NTDNT ,50000,12th,Chief Minister's Youth Self-Employment Scheme,https://www.digitalgujarat.gov.in/GSSP/,Government
611,GUJARAT,Post SSC Scholarship for Boys (NTDNT),NTDNT ,150000,12th,Chief Minister's Youth Self-Employment Scheme,https://www.digitalgujarat.gov.in/GSSP/,Government
612,GUJARAT,"Post SSC Scholarship for Boys (SEBC),",SEBC,300000,12th,Department of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
613,GUJARAT,Post SSC Scholarship for Girls (SEBC),SEBC,300000,12th,Department of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
614,GUJARAT,Food Bill Assistance to SC Students,SC,500000,Post Graduation,Department of Social Justice and Empowerment,https://www.digitalgujarat.gov.in/GSSP/,Government
